id,time_stamp,symbol,quote_count,trade_count,open_px,close_px,high_px,low_px,created,modified
292,2013-07-22 08:56:00.000252+01,FDAX,749,34,7862.5000000000,7863.5000000000,7864.5000000000,7862.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
293,2013-07-22 08:56:00.000252+01,LFZ,311,16,6388.5000000000,6390.5000000000,6391.0000000000,6388.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
294,2013-07-22 08:56:00.000252+01,EUR/GBP,111,5,0.8428000000,0.8428500000,0.8429000000,0.8427500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
295,2013-07-22 08:57:00.00004+01,6A,383,28,1.0294000000,1.0294000000,1.0295000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
296,2013-07-22 08:57:00.00004+01,FDAX,576,14,7864.5000000000,7866.0000000000,7866.0000000000,7864.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
297,2013-07-22 08:57:00.00004+01,LFZ,159,5,6391.0000000000,6391.0000000000,6391.0000000000,6390.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
298,2013-07-22 08:57:00.00004+01,EUR/GBP,70,0,0.8429750000,0.8429750000,0.8429750000,0.8429750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
299,2013-07-22 08:58:00.000534+01,6A,200,12,1.0295000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
300,2013-07-22 08:58:00.000534+01,FDAX,306,16,7866.0000000000,7867.5000000000,7867.5000000000,7865.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
301,2013-07-22 08:58:00.000534+01,LFZ,70,1,6391.5000000000,6391.5000000000,6391.5000000000,6391.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
302,2013-07-22 08:58:00.000534+01,EUR/GBP,94,4,0.8431000000,0.8430500000,0.8431000000,0.8430500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
303,2013-07-22 08:59:00.00054+01,6A,391,22,1.0295000000,1.0296000000,1.0296000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
304,2013-07-22 08:59:00.00054+01,FDAX,1201,69,7867.0000000000,7870.0000000000,7870.5000000000,7867.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
305,2013-07-22 08:59:00.00054+01,LFZ,311,35,6391.5000000000,6392.0000000000,6392.5000000000,6391.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
306,2013-07-22 08:59:00.00054+01,EUR/GBP,167,2,0.8432500000,0.8431000000,0.8432500000,0.8431000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
307,2013-07-22 09:00:00.000428+01,6A,721,52,1.0296000000,1.0297000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
308,2013-07-22 09:00:00.000428+01,FDAX,1452,101,7871.0000000000,7871.0000000000,7872.0000000000,7868.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
309,2013-07-22 09:00:00.000428+01,LFZ,372,40,6392.0000000000,6391.0000000000,6392.0000000000,6389.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
310,2013-07-22 09:00:00.000428+01,EUR/GBP,280,1,0.8432000000,0.8432000000,0.8432000000,0.8432000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
311,2013-07-22 09:01:00.00046+01,6A,806,82,1.0297000000,1.0297000000,1.0298000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
312,2013-07-22 09:01:00.00046+01,FDAX,1171,70,7871.0000000000,7866.5000000000,7871.5000000000,7866.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
313,2013-07-22 09:01:00.00046+01,LFZ,370,23,6391.0000000000,6389.0000000000,6391.0000000000,6388.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
314,2013-07-22 09:01:00.00046+01,EUR/GBP,197,1,0.8432000000,0.8432000000,0.8432000000,0.8432000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
315,2013-07-22 09:02:00.000314+01,6A,577,41,1.0297000000,1.0296000000,1.0298000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
316,2013-07-22 09:02:00.000314+01,FDAX,1097,76,7867.0000000000,7862.0000000000,7867.0000000000,7861.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
317,2013-07-22 09:02:00.000314+01,LFZ,297,27,6388.5000000000,6386.5000000000,6388.5000000000,6386.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
318,2013-07-22 09:02:00.000314+01,EUR/GBP,202,9,0.8431000000,0.8432000000,0.8432000000,0.8431000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
319,2013-07-22 09:03:00.00054+01,6A,461,20,1.0297000000,1.0297000000,1.0297000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
320,2013-07-22 09:03:00.00054+01,FDAX,927,53,7862.0000000000,7863.0000000000,7865.0000000000,7861.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
321,2013-07-22 09:03:00.00054+01,LFZ,342,26,6387.0000000000,6388.5000000000,6389.5000000000,6387.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
322,2013-07-22 09:03:00.00054+01,EUR/GBP,151,9,0.8432000000,0.8432000000,0.8432000000,0.8432000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
323,2013-07-22 09:04:00.000535+01,6A,343,21,1.0297000000,1.0297000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
324,2013-07-22 09:04:00.000535+01,FDAX,758,45,7862.5000000000,7860.5000000000,7863.0000000000,7858.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
325,2013-07-22 09:04:00.000535+01,LFZ,248,17,6388.0000000000,6388.0000000000,6388.0000000000,6387.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
326,2013-07-22 09:04:00.000535+01,EUR/GBP,78,0,0.8430750000,0.8430750000,0.8430750000,0.8430750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
327,2013-07-22 09:05:00.000546+01,6A,910,63,1.0296000000,1.0295000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
328,2013-07-22 09:05:00.000546+01,FDAX,2899,364,7860.0000000000,7850.0000000000,7860.5000000000,7845.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
329,2013-07-22 09:05:00.000546+01,LFZ,750,76,6388.0000000000,6384.5000000000,6388.0000000000,6383.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
330,2013-07-22 09:05:00.000546+01,EUR/GBP,171,3,0.8431000000,0.8429000000,0.8431000000,0.8429000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
331,2013-07-22 09:06:00.000544+01,6A,773,139,1.0294000000,1.0297000000,1.0297000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
332,2013-07-22 09:06:00.000544+01,FDAX,1710,104,7850.5000000000,7847.5000000000,7850.5000000000,7846.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
333,2013-07-22 09:06:00.000544+01,LFZ,408,29,6384.5000000000,6384.5000000000,6385.0000000000,6384.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
334,2013-07-22 09:06:00.000544+01,EUR/GBP,116,0,0.8429000000,0.8429000000,0.8429000000,0.8429000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
335,2013-07-22 09:07:00.000455+01,6A,541,41,1.0298000000,1.0299000000,1.0299000000,1.0298000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
336,2013-07-22 09:07:00.000455+01,FDAX,1157,83,7847.0000000000,7850.5000000000,7852.5000000000,7847.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
337,2013-07-22 09:07:00.000455+01,LFZ,277,20,6384.5000000000,6385.5000000000,6386.0000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
338,2013-07-22 09:07:00.000455+01,EUR/GBP,349,8,0.8429000000,0.8433000000,0.8433000000,0.8429000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
339,2013-07-22 09:08:00.000085+01,6A,287,23,1.0299000000,1.0300000000,1.0300000000,1.0299000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
340,2013-07-22 09:08:00.000085+01,FDAX,545,28,7851.0000000000,7852.5000000000,7853.0000000000,7850.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
341,2013-07-22 09:08:00.000085+01,LFZ,185,11,6385.0000000000,6385.0000000000,6385.0000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
342,2013-07-22 09:08:00.000085+01,EUR/GBP,128,0,0.8432000000,0.8432000000,0.8432000000,0.8432000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
343,2013-07-22 09:09:00.000553+01,6A,747,68,1.0300000000,1.0299000000,1.0301000000,1.0299000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
344,2013-07-22 09:09:00.000553+01,FDAX,911,41,7853.0000000000,7851.5000000000,7853.5000000000,7850.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
345,2013-07-22 09:09:00.000553+01,LFZ,327,20,6385.5000000000,6384.5000000000,6385.5000000000,6384.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
346,2013-07-22 09:09:00.000553+01,EUR/GBP,202,5,0.8433000000,0.8433000000,0.8433000000,0.8433000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
347,2013-07-22 09:10:00.000723+01,6A,163,5,1.0300000000,1.0300000000,1.0300000000,1.0299000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
348,2013-07-22 09:10:00.000723+01,FDAX,908,70,7852.0000000000,7847.5000000000,7852.0000000000,7847.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
349,2013-07-22 09:10:00.000723+01,LFZ,249,18,6384.5000000000,6385.0000000000,6385.5000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
350,2013-07-22 09:10:00.000723+01,EUR/GBP,139,1,0.8432000000,0.8432000000,0.8432000000,0.8432000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
351,2013-07-22 09:11:00.000428+01,6A,376,32,1.0299000000,1.0299000000,1.0299000000,1.0298000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
352,2013-07-22 09:11:00.000428+01,FDAX,943,88,7847.5000000000,7846.5000000000,7847.5000000000,7845.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
353,2013-07-22 09:11:00.000428+01,LFZ,191,19,6385.5000000000,6385.0000000000,6386.5000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
354,2013-07-22 09:11:00.000428+01,EUR/GBP,106,5,0.8430000000,0.8429500000,0.8430000000,0.8429500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
355,2013-07-22 09:12:00.000548+01,6A,434,42,1.0300000000,1.0300000000,1.0300000000,1.0299000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
356,2013-07-22 09:12:00.000548+01,FDAX,889,44,7847.0000000000,7847.5000000000,7848.5000000000,7846.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
357,2013-07-22 09:12:00.000548+01,LFZ,296,18,6385.5000000000,6385.5000000000,6386.5000000000,6385.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
358,2013-07-22 09:12:00.000548+01,EUR/GBP,108,0,0.8430000000,0.8430000000,0.8430000000,0.8430000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
359,2013-07-22 09:13:00.000338+01,6A,269,10,1.0300000000,1.0300000000,1.0300000000,1.0300000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
360,2013-07-22 09:13:00.000338+01,FDAX,569,30,7847.5000000000,7849.0000000000,7849.5000000000,7847.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
361,2013-07-22 09:13:00.000338+01,LFZ,105,8,6385.5000000000,6386.5000000000,6386.5000000000,6385.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
362,2013-07-22 09:13:00.000338+01,EUR/GBP,134,0,0.8429250000,0.8429250000,0.8429250000,0.8429250000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
363,2013-07-22 09:14:00.000429+01,6A,281,3,1.0299000000,1.0299000000,1.0299000000,1.0299000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
364,2013-07-22 09:14:00.000429+01,FDAX,704,42,7849.0000000000,7847.0000000000,7849.5000000000,7846.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
365,2013-07-22 09:14:00.000429+01,LFZ,237,9,6386.0000000000,6384.5000000000,6386.0000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
366,2013-07-22 09:14:00.000429+01,EUR/GBP,154,2,0.8431500000,0.8431000000,0.8431500000,0.8431000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
367,2013-07-22 09:15:00.000547+01,6A,244,15,1.0300000000,1.0300000000,1.0300000000,1.0300000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
368,2013-07-22 09:15:00.000547+01,FDAX,709,29,7847.5000000000,7849.0000000000,7849.5000000000,7847.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
369,2013-07-22 09:15:00.000547+01,LFZ,179,14,6385.0000000000,6384.5000000000,6385.0000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
370,2013-07-22 09:15:00.000547+01,EUR/GBP,108,0,0.8430750000,0.8430750000,0.8430750000,0.8430750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
371,2013-07-22 09:16:00.000558+01,6A,388,19,1.0300000000,1.0298000000,1.0300000000,1.0298000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
372,2013-07-22 09:16:00.000558+01,FDAX,557,33,7848.5000000000,7847.5000000000,7849.5000000000,7847.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
373,2013-07-22 09:16:00.000558+01,LFZ,156,7,6384.0000000000,6384.0000000000,6385.0000000000,6384.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
374,2013-07-22 09:16:00.000558+01,EUR/GBP,113,0,0.8432500000,0.8432500000,0.8432500000,0.8432500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
375,2013-07-22 09:17:00.000547+01,6A,244,11,1.0298000000,1.0298000000,1.0298000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
376,2013-07-22 09:17:00.000547+01,FDAX,513,20,7847.5000000000,7847.5000000000,7848.5000000000,7847.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
377,2013-07-22 09:17:00.000547+01,LFZ,100,5,6384.0000000000,6384.5000000000,6384.5000000000,6384.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
378,2013-07-22 09:17:00.000547+01,EUR/GBP,147,2,0.8431000000,0.8430000000,0.8431000000,0.8430000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
379,2013-07-22 09:18:00.000427+01,6A,669,55,1.0297000000,1.0298000000,1.0298000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
380,2013-07-22 09:18:00.000427+01,FDAX,977,63,7847.0000000000,7851.0000000000,7852.0000000000,7847.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
381,2013-07-22 09:18:00.000427+01,LFZ,324,20,6384.5000000000,6386.0000000000,6386.0000000000,6384.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
382,2013-07-22 09:18:00.000427+01,EUR/GBP,115,1,0.8428500000,0.8428500000,0.8428500000,0.8428500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
383,2013-07-22 09:19:00.00018+01,6A,446,36,1.0298000000,1.0298000000,1.0299000000,1.0298000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
384,2013-07-22 09:19:00.00018+01,FDAX,577,58,7851.5000000000,7854.0000000000,7854.0000000000,7851.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
385,2013-07-22 09:19:00.00018+01,LFZ,198,13,6386.0000000000,6386.0000000000,6386.5000000000,6385.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
386,2013-07-22 09:19:00.00018+01,EUR/GBP,53,0,0.8428750000,0.8428750000,0.8428750000,0.8428750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
387,2013-07-22 09:20:00.000457+01,6A,471,40,1.0297000000,1.0296000000,1.0298000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
388,2013-07-22 09:20:00.000457+01,FDAX,972,39,7853.0000000000,7852.5000000000,7853.0000000000,7850.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
389,2013-07-22 09:20:00.000457+01,LFZ,437,43,6385.5000000000,6386.0000000000,6387.5000000000,6385.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
390,2013-07-22 09:20:00.000457+01,EUR/GBP,42,1,0.8429000000,0.8429000000,0.8429000000,0.8429000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
391,2013-07-22 09:21:00.000428+01,6A,349,13,1.0296000000,1.0297000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
392,2013-07-22 09:21:00.000428+01,FDAX,776,32,7852.5000000000,7851.0000000000,7853.5000000000,7851.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
393,2013-07-22 09:21:00.000428+01,LFZ,178,7,6385.5000000000,6384.5000000000,6386.0000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
394,2013-07-22 09:21:00.000428+01,EUR/GBP,180,5,0.8428000000,0.8428500000,0.8429000000,0.8427500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
395,2013-07-22 09:22:00.000467+01,6A,426,45,1.0296000000,1.0297000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
396,2013-07-22 09:22:00.000467+01,FDAX,984,68,7851.5000000000,7854.5000000000,7856.0000000000,7851.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
397,2013-07-22 09:22:00.000467+01,LFZ,355,30,6384.5000000000,6386.0000000000,6386.0000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
398,2013-07-22 09:22:00.000467+01,EUR/GBP,85,5,0.8429000000,0.8429500000,0.8429500000,0.8429000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
399,2013-07-22 09:23:00.000428+01,6A,397,32,1.0297000000,1.0296000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
400,2013-07-22 09:23:00.000428+01,FDAX,868,52,7854.0000000000,7851.5000000000,7855.0000000000,7851.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
401,2013-07-22 09:23:00.000428+01,LFZ,274,13,6385.0000000000,6384.5000000000,6385.0000000000,6384.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
402,2013-07-22 09:23:00.000428+01,EUR/GBP,50,2,0.8429500000,0.8429500000,0.8429500000,0.8429500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
403,2013-07-22 09:24:00.000456+01,6A,253,0,1.0296500000,1.0296500000,1.0296500000,1.0296500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
404,2013-07-22 09:24:00.000456+01,FDAX,646,33,7851.0000000000,7849.5000000000,7851.0000000000,7849.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
405,2013-07-22 09:24:00.000456+01,LFZ,173,10,6384.0000000000,6384.0000000000,6384.5000000000,6384.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
406,2013-07-22 09:24:00.000456+01,EUR/GBP,123,2,0.8427500000,0.8427500000,0.8427500000,0.8427500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
407,2013-07-22 09:25:00.000073+01,6A,655,29,1.0296000000,1.0296000000,1.0296000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
408,2013-07-22 09:25:00.000073+01,FDAX,873,39,7849.5000000000,7848.5000000000,7852.0000000000,7848.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
409,2013-07-22 09:25:00.000073+01,LFZ,359,38,6384.5000000000,6382.5000000000,6385.0000000000,6381.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
410,2013-07-22 09:25:00.000073+01,EUR/GBP,103,5,0.8428000000,0.8428000000,0.8428500000,0.8428000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
411,2013-07-22 09:26:00.000552+01,6A,187,9,1.0296000000,1.0295000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
412,2013-07-22 09:26:00.000552+01,FDAX,1180,73,7848.5000000000,7846.5000000000,7850.5000000000,7845.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
413,2013-07-22 09:26:00.000552+01,LFZ,423,37,6382.0000000000,6380.5000000000,6383.0000000000,6380.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
414,2013-07-22 09:26:00.000552+01,EUR/GBP,119,5,0.8427500000,0.8426000000,0.8427500000,0.8426000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
415,2013-07-22 09:27:00.000555+01,6A,342,22,1.0295000000,1.0295000000,1.0295000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
416,2013-07-22 09:27:00.000555+01,FDAX,1183,113,7845.5000000000,7844.5000000000,7845.5000000000,7843.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
417,2013-07-22 09:27:00.000555+01,LFZ,520,47,6380.5000000000,6379.0000000000,6380.5000000000,6377.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
418,2013-07-22 09:27:00.000555+01,EUR/GBP,161,2,0.8426000000,0.8425000000,0.8426000000,0.8425000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
419,2013-07-22 09:28:00.000545+01,6A,404,22,1.0295000000,1.0295000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
420,2013-07-22 09:28:00.000545+01,FDAX,1211,92,7845.0000000000,7842.5000000000,7845.5000000000,7841.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
421,2013-07-22 09:28:00.000545+01,LFZ,498,42,6379.0000000000,6378.0000000000,6379.5000000000,6376.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
422,2013-07-22 09:28:00.000545+01,EUR/GBP,119,3,0.8425500000,0.8425000000,0.8425500000,0.8425000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
423,2013-07-22 09:29:00.000556+01,6A,286,12,1.0296000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
424,2013-07-22 09:29:00.000556+01,FDAX,971,51,7843.0000000000,7843.0000000000,7844.0000000000,7841.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
425,2013-07-22 09:29:00.000556+01,LFZ,277,21,6378.5000000000,6380.0000000000,6380.5000000000,6378.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
426,2013-07-22 09:29:00.000556+01,EUR/GBP,37,0,0.8423750000,0.8423750000,0.8423750000,0.8423750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
427,2013-07-22 09:30:00.00043+01,6A,478,47,1.0295000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
428,2013-07-22 09:30:00.00043+01,FDAX,908,67,7843.0000000000,7845.0000000000,7845.5000000000,7842.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
429,2013-07-22 09:30:00.00043+01,LFZ,229,22,6380.0000000000,6380.0000000000,6381.0000000000,6380.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
430,2013-07-22 09:30:00.00043+01,EUR/GBP,65,1,0.8426000000,0.8426000000,0.8426000000,0.8426000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
431,2013-07-22 09:31:00.000545+01,6A,315,10,1.0295000000,1.0295000000,1.0295000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
432,2013-07-22 09:31:00.000545+01,FDAX,632,47,7844.5000000000,7842.5000000000,7845.0000000000,7842.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
433,2013-07-22 09:31:00.000545+01,LFZ,277,16,6379.5000000000,6378.0000000000,6379.5000000000,6378.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
434,2013-07-22 09:31:00.000545+01,EUR/GBP,141,10,0.8425000000,0.8424000000,0.8425000000,0.8423500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
435,2013-07-22 09:32:00.000546+01,6A,310,13,1.0295000000,1.0295000000,1.0295000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
436,2013-07-22 09:32:00.000546+01,FDAX,767,49,7843.0000000000,7844.0000000000,7844.0000000000,7841.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
437,2013-07-22 09:32:00.000546+01,LFZ,302,29,6377.5000000000,6378.5000000000,6379.0000000000,6376.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
