id,time_stamp,symbol,quote_count,trade_count,open_px,close_px,high_px,low_px,created,modified
146,2013-07-19 09:23:00.000428+01,EUR/GBP,50,2,0.8429500000,0.8429500000,0.8429500000,0.8429500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
147,2013-07-19 09:24:00.000456+01,6A,253,0,1.0296500000,1.0296500000,1.0296500000,1.0296500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
148,2013-07-19 09:24:00.000456+01,FDAX,646,33,7851.0000000000,7849.5000000000,7851.0000000000,7849.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
149,2013-07-19 09:24:00.000456+01,LFZ,173,10,6384.0000000000,6384.0000000000,6384.5000000000,6384.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
150,2013-07-19 09:24:00.000456+01,EUR/GBP,123,2,0.8427500000,0.8427500000,0.8427500000,0.8427500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
151,2013-07-19 09:25:00.000073+01,6A,655,29,1.0296000000,1.0296000000,1.0296000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
152,2013-07-19 09:25:00.000073+01,FDAX,873,39,7849.5000000000,7848.5000000000,7852.0000000000,7848.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
153,2013-07-19 09:25:00.000073+01,LFZ,359,38,6384.5000000000,6382.5000000000,6385.0000000000,6381.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
154,2013-07-19 09:25:00.000073+01,EUR/GBP,103,5,0.8428000000,0.8428000000,0.8428500000,0.8428000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
155,2013-07-19 09:26:00.000552+01,6A,187,9,1.0296000000,1.0295000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
156,2013-07-19 09:26:00.000552+01,FDAX,1180,73,7848.5000000000,7846.5000000000,7850.5000000000,7845.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
157,2013-07-19 09:26:00.000552+01,LFZ,423,37,6382.0000000000,6380.5000000000,6383.0000000000,6380.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
158,2013-07-19 09:26:00.000552+01,EUR/GBP,119,5,0.8427500000,0.8426000000,0.8427500000,0.8426000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
159,2013-07-19 09:27:00.000555+01,6A,342,22,1.0295000000,1.0295000000,1.0295000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
160,2013-07-19 09:27:00.000555+01,FDAX,1183,113,7845.5000000000,7844.5000000000,7845.5000000000,7843.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
161,2013-07-19 09:27:00.000555+01,LFZ,520,47,6380.5000000000,6379.0000000000,6380.5000000000,6377.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
162,2013-07-19 09:27:00.000555+01,EUR/GBP,161,2,0.8426000000,0.8425000000,0.8426000000,0.8425000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
163,2013-07-19 09:28:00.000545+01,6A,404,22,1.0295000000,1.0295000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
164,2013-07-19 09:28:00.000545+01,FDAX,1211,92,7845.0000000000,7842.5000000000,7845.5000000000,7841.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
165,2013-07-19 09:28:00.000545+01,LFZ,498,42,6379.0000000000,6378.0000000000,6379.5000000000,6376.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
166,2013-07-19 09:28:00.000545+01,EUR/GBP,119,3,0.8425500000,0.8425000000,0.8425500000,0.8425000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
167,2013-07-19 09:29:00.000556+01,6A,286,12,1.0296000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
168,2013-07-19 09:29:00.000556+01,FDAX,971,51,7843.0000000000,7843.0000000000,7844.0000000000,7841.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
169,2013-07-19 09:29:00.000556+01,LFZ,277,21,6378.5000000000,6380.0000000000,6380.5000000000,6378.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
170,2013-07-19 09:29:00.000556+01,EUR/GBP,37,0,0.8423750000,0.8423750000,0.8423750000,0.8423750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
171,2013-07-19 09:30:00.00072+01,6A,478,47,1.0295000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
172,2013-07-19 09:30:00.00072+01,FDAX,908,67,7843.0000000000,7845.0000000000,7845.5000000000,7842.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
173,2013-07-19 09:30:00.00072+01,LFZ,229,22,6380.0000000000,6380.0000000000,6381.0000000000,6380.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
174,2013-07-19 09:30:00.00072+01,EUR/GBP,65,1,0.8426000000,0.8426000000,0.8426000000,0.8426000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
175,2013-07-19 09:31:00.000545+01,6A,315,10,1.0295000000,1.0295000000,1.0295000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
176,2013-07-19 09:31:00.000545+01,FDAX,632,47,7844.5000000000,7842.5000000000,7845.0000000000,7842.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
177,2013-07-19 09:31:00.000545+01,LFZ,277,16,6379.5000000000,6378.0000000000,6379.5000000000,6378.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
178,2013-07-19 09:31:00.000545+01,EUR/GBP,141,10,0.8425000000,0.8424000000,0.8425000000,0.8423500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
179,2013-07-19 09:32:00.000546+01,6A,310,13,1.0295000000,1.0295000000,1.0295000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
180,2013-07-19 09:32:00.000546+01,FDAX,767,49,7843.0000000000,7844.0000000000,7844.0000000000,7841.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
181,2013-07-19 09:32:00.000546+01,LFZ,302,29,6377.5000000000,6378.5000000000,6379.0000000000,6376.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
182,2013-07-19 09:32:00.000546+01,EUR/GBP,124,4,0.8424000000,0.8422000000,0.8424000000,0.8422000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
183,2013-07-19 09:33:00.000428+01,6A,176,7,1.0296000000,1.0297000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
184,2013-07-19 09:33:00.000428+01,FDAX,907,52,7844.5000000000,7845.5000000000,7846.5000000000,7844.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
185,2013-07-19 09:33:00.000428+01,LFZ,233,18,6378.5000000000,6379.5000000000,6380.0000000000,6378.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
186,2013-07-19 09:33:00.000428+01,EUR/GBP,131,6,0.8421000000,0.8421000000,0.8421000000,0.8421000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
187,2013-07-19 09:34:00.000544+01,6A,504,20,1.0296000000,1.0295000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
188,2013-07-19 09:34:00.000544+01,FDAX,808,35,7845.5000000000,7845.5000000000,7846.5000000000,7844.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
189,2013-07-19 09:34:00.000544+01,LFZ,301,18,6379.5000000000,6379.5000000000,6380.0000000000,6378.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
190,2013-07-19 09:34:00.000544+01,EUR/GBP,124,4,0.8421000000,0.8419500000,0.8421000000,0.8419500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
191,2013-07-19 09:35:00.000546+01,6A,110,2,1.0294000000,1.0295000000,1.0295000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
192,2013-07-19 09:35:00.000546+01,FDAX,575,22,7845.5000000000,7844.5000000000,7846.0000000000,7843.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
193,2013-07-19 09:35:00.000546+01,LFZ,116,4,6380.0000000000,6378.5000000000,6380.0000000000,6378.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
194,2013-07-19 09:35:00.000546+01,EUR/GBP,194,3,0.8418500000,0.8418000000,0.8418500000,0.8418000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
195,2013-07-19 09:36:00.000541+01,6A,83,3,1.0294000000,1.0295000000,1.0295000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
196,2013-07-19 09:36:00.000541+01,FDAX,334,17,7844.5000000000,7846.0000000000,7846.0000000000,7844.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
197,2013-07-19 09:36:00.000541+01,LFZ,106,16,6379.0000000000,6379.5000000000,6380.0000000000,6378.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
198,2013-07-19 09:36:00.000541+01,EUR/GBP,98,1,0.8419000000,0.8419000000,0.8419000000,0.8419000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
199,2013-07-19 09:37:00.000428+01,6A,201,21,1.0295000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
200,2013-07-19 09:37:00.000428+01,FDAX,574,15,7845.5000000000,7844.5000000000,7845.5000000000,7844.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
201,2013-07-19 09:37:00.000428+01,LFZ,111,9,6379.5000000000,6379.5000000000,6379.5000000000,6379.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
202,2013-07-19 09:37:00.000428+01,EUR/GBP,52,3,0.8420000000,0.8420000000,0.8420000000,0.8420000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
203,2013-07-19 09:38:00.000552+01,6A,155,13,1.0296000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
204,2013-07-19 09:38:00.000552+01,FDAX,333,6,7844.5000000000,7845.0000000000,7845.5000000000,7844.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
205,2013-07-19 09:38:00.000552+01,LFZ,124,4,6379.5000000000,6380.0000000000,6380.0000000000,6379.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
206,2013-07-19 09:38:00.000552+01,EUR/GBP,70,1,0.8420000000,0.8420000000,0.8420000000,0.8420000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
207,2013-07-19 09:39:00.000428+01,6A,278,15,1.0296000000,1.0297000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
208,2013-07-19 09:39:00.000428+01,FDAX,420,28,7845.0000000000,7848.0000000000,7848.0000000000,7845.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
209,2013-07-19 09:39:00.000428+01,LFZ,143,15,6380.5000000000,6381.5000000000,6381.5000000000,6380.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
210,2013-07-19 09:39:00.000428+01,EUR/GBP,98,4,0.8419500000,0.8420500000,0.8420500000,0.8419500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
211,2013-07-19 09:40:00.00046+01,6A,305,15,1.0296000000,1.0298000000,1.0298000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
212,2013-07-19 09:40:00.00046+01,FDAX,1264,100,7847.0000000000,7851.0000000000,7852.5000000000,7847.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
213,2013-07-19 09:40:00.00046+01,LFZ,316,28,6381.5000000000,6384.0000000000,6384.0000000000,6381.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
214,2013-07-19 09:40:00.00046+01,EUR/GBP,62,0,0.8421000000,0.8421000000,0.8421000000,0.8421000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
215,2013-07-19 09:41:00.000558+01,6A,249,25,1.0297000000,1.0297000000,1.0298000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
216,2013-07-19 09:41:00.000558+01,FDAX,611,32,7851.0000000000,7850.5000000000,7852.5000000000,7850.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
217,2013-07-19 09:41:00.000558+01,LFZ,160,11,6382.5000000000,6381.5000000000,6382.5000000000,6381.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
218,2013-07-19 09:41:00.000558+01,EUR/GBP,99,1,0.8420000000,0.8420000000,0.8420000000,0.8420000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
219,2013-07-19 09:42:00.000427+01,6A,337,13,1.0297000000,1.0297000000,1.0298000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
220,2013-07-19 09:42:00.000427+01,FDAX,696,32,7850.0000000000,7849.0000000000,7851.5000000000,7849.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
221,2013-07-19 09:42:00.000427+01,LFZ,176,17,6381.0000000000,6381.5000000000,6381.5000000000,6381.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
222,2013-07-19 09:42:00.000427+01,EUR/GBP,109,2,0.8419000000,0.8419000000,0.8419000000,0.8419000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
223,2013-07-19 09:43:00.000427+01,6A,275,14,1.0297000000,1.0298000000,1.0298000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
224,2013-07-19 09:43:00.000427+01,FDAX,331,10,7849.0000000000,7849.0000000000,7849.0000000000,7848.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
225,2013-07-19 09:43:00.000427+01,LFZ,191,14,6381.0000000000,6381.5000000000,6381.5000000000,6380.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
226,2013-07-19 09:43:00.000427+01,EUR/GBP,54,0,0.8419750000,0.8419750000,0.8419750000,0.8419750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
227,2013-07-19 09:44:00.000276+01,6A,184,20,1.0297000000,1.0299000000,1.0299000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
228,2013-07-19 09:44:00.000276+01,FDAX,189,6,7848.5000000000,7849.0000000000,7849.5000000000,7848.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
229,2013-07-19 09:44:00.000276+01,LFZ,41,2,6381.5000000000,6381.5000000000,6381.5000000000,6381.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
230,2013-07-19 09:44:00.000276+01,EUR/GBP,73,0,0.8420250000,0.8420250000,0.8420250000,0.8420250000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
231,2013-07-19 09:45:00.000455+01,6A,225,11,1.0298000000,1.0298000000,1.0298000000,1.0298000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
232,2013-07-19 09:45:00.000455+01,FDAX,608,40,7849.0000000000,7846.5000000000,7849.0000000000,7846.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
233,2013-07-19 09:45:00.000455+01,LFZ,236,21,6381.0000000000,6380.5000000000,6381.5000000000,6380.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
234,2013-07-19 09:45:00.000455+01,EUR/GBP,71,3,0.8420000000,0.8420000000,0.8420000000,0.8420000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
235,2013-07-19 09:46:00.000541+01,6A,263,16,1.0298000000,1.0298000000,1.0298000000,1.0298000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
236,2013-07-19 09:46:00.000541+01,FDAX,586,30,7847.5000000000,7846.0000000000,7848.5000000000,7846.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
237,2013-07-19 09:46:00.000541+01,LFZ,282,19,6381.0000000000,6381.5000000000,6382.5000000000,6381.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
238,2013-07-19 09:46:00.000541+01,EUR/GBP,39,3,0.8421000000,0.8421000000,0.8421000000,0.8421000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
239,2013-07-19 09:47:00.000546+01,6A,373,32,1.0297000000,1.0297000000,1.0298000000,1.0297000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
240,2013-07-19 09:47:00.000546+01,FDAX,325,14,7847.0000000000,7845.5000000000,7847.0000000000,7845.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
241,2013-07-19 09:47:00.000546+01,LFZ,104,13,6381.0000000000,6380.5000000000,6381.0000000000,6380.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
242,2013-07-19 09:47:00.000546+01,EUR/GBP,17,2,0.8420500000,0.8420500000,0.8420500000,0.8420500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
243,2013-07-19 09:48:00.000081+01,6A,108,3,1.0297000000,1.0297000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
244,2013-07-19 09:48:00.000081+01,FDAX,445,23,7845.5000000000,7843.5000000000,7846.0000000000,7843.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
245,2013-07-19 09:48:00.000081+01,LFZ,171,13,6380.0000000000,6379.5000000000,6380.0000000000,6379.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
246,2013-07-19 09:48:00.000081+01,EUR/GBP,29,3,0.8420000000,0.8419500000,0.8420000000,0.8419500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
247,2013-07-19 09:49:00.000545+01,6A,392,20,1.0297000000,1.0296000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
248,2013-07-19 09:49:00.000545+01,FDAX,2418,273,7843.5000000000,7837.0000000000,7843.5000000000,7834.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
249,2013-07-19 09:49:00.000545+01,LFZ,473,77,6379.0000000000,6377.0000000000,6379.0000000000,6377.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
250,2013-07-19 09:49:00.000545+01,EUR/GBP,65,2,0.8419000000,0.8419000000,0.8419000000,0.8419000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
251,2013-07-19 09:50:00.000091+01,6A,167,5,1.0296000000,1.0296000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
252,2013-07-19 09:50:00.000091+01,FDAX,895,59,7836.5000000000,7837.5000000000,7838.0000000000,7836.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
253,2013-07-19 09:50:00.000091+01,LFZ,168,16,6377.5000000000,6378.0000000000,6378.0000000000,6377.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
254,2013-07-19 09:50:00.000091+01,EUR/GBP,63,1,0.8421500000,0.8421500000,0.8421500000,0.8421500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
255,2013-07-19 09:51:00.00009+01,6A,381,26,1.0296000000,1.0296000000,1.0297000000,1.0296000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
256,2013-07-19 09:51:00.00009+01,FDAX,1445,126,7838.0000000000,7831.5000000000,7838.0000000000,7830.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
257,2013-07-22 08:47:00.000458+01,LFZ,304,24,6387.0000000000,6386.5000000000,6387.0000000000,6386.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
258,2013-07-22 08:47:00.000458+01,EUR/GBP,69,1,0.8422500000,0.8422500000,0.8422500000,0.8422500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
259,2013-07-22 08:48:00.000188+01,6A,705,39,1.0296000000,1.0295000000,1.0297000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
260,2013-07-22 08:48:00.000188+01,FDAX,1105,44,7859.0000000000,7861.5000000000,7862.0000000000,7859.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
261,2013-07-22 08:48:00.000188+01,LFZ,250,26,6386.5000000000,6387.5000000000,6388.0000000000,6386.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
262,2013-07-22 08:48:00.000188+01,EUR/GBP,149,2,0.8423500000,0.8424500000,0.8424500000,0.8423500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
263,2013-07-22 08:49:00.000458+01,6A,404,19,1.0295000000,1.0295000000,1.0296000000,1.0295000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
264,2013-07-22 08:49:00.000458+01,FDAX,432,22,7861.5000000000,7862.5000000000,7863.5000000000,7861.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
265,2013-07-22 08:49:00.000458+01,LFZ,169,13,6388.0000000000,6389.5000000000,6389.5000000000,6388.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
266,2013-07-22 08:49:00.000458+01,EUR/GBP,135,2,0.8427000000,0.8426500000,0.8427000000,0.8426500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
267,2013-07-22 08:50:00.000456+01,6A,537,27,1.0295000000,1.0294000000,1.0295000000,1.0294000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
268,2013-07-22 08:50:00.000456+01,FDAX,966,57,7863.5000000000,7860.5000000000,7863.5000000000,7858.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
269,2013-07-22 08:50:00.000456+01,LFZ,266,11,6389.5000000000,6388.0000000000,6389.5000000000,6388.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
270,2013-07-22 08:50:00.000456+01,EUR/GBP,80,0,0.8426750000,0.8426750000,0.8426750000,0.8426750000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
271,2013-07-22 08:51:00.000545+01,6A,781,131,1.0294000000,1.0293000000,1.0295000000,1.0293000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
272,2013-07-22 08:51:00.000545+01,FDAX,930,40,7861.0000000000,7861.5000000000,7863.0000000000,7859.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
273,2013-07-22 08:51:00.000545+01,LFZ,269,15,6388.0000000000,6390.0000000000,6390.0000000000,6387.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
274,2013-07-22 08:51:00.000545+01,EUR/GBP,102,1,0.8428000000,0.8428000000,0.8428000000,0.8428000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
275,2013-07-22 08:52:00.000428+01,6A,562,26,1.0294000000,1.0293000000,1.0294000000,1.0292000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
276,2013-07-22 08:52:00.000428+01,FDAX,744,16,7861.0000000000,7863.5000000000,7863.5000000000,7860.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
277,2013-07-22 08:52:00.000428+01,LFZ,292,17,6390.0000000000,6391.5000000000,6391.5000000000,6389.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
278,2013-07-22 08:52:00.000428+01,EUR/GBP,108,2,0.8426500000,0.8426000000,0.8426500000,0.8426000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
279,2013-07-22 08:53:00.000428+01,6A,281,11,1.0293000000,1.0293000000,1.0293000000,1.0293000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
280,2013-07-22 08:53:00.000428+01,FDAX,1655,126,7863.5000000000,7868.0000000000,7869.0000000000,7862.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
281,2013-07-22 08:53:00.000428+01,LFZ,431,30,6392.0000000000,6393.0000000000,6394.0000000000,6391.5000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
282,2013-07-22 08:53:00.000428+01,EUR/GBP,95,0,0.8426250000,0.8426250000,0.8426250000,0.8426250000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
283,2013-07-22 08:54:00.000541+01,6A,536,81,1.0293000000,1.0292000000,1.0293000000,1.0291000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
284,2013-07-22 08:54:00.000541+01,FDAX,1676,88,7867.5000000000,7866.5000000000,7869.0000000000,7864.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
285,2013-07-22 08:54:00.000541+01,LFZ,584,34,6392.5000000000,6391.0000000000,6393.5000000000,6390.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
286,2013-07-22 08:54:00.000541+01,EUR/GBP,62,2,0.8427500000,0.8427500000,0.8427500000,0.8427500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
287,2013-07-22 08:55:00.000336+01,6A,88,4,1.0293000000,1.0293000000,1.0293000000,1.0293000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
288,2013-07-22 08:55:00.000336+01,FDAX,704,40,7866.0000000000,7863.0000000000,7866.0000000000,7863.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
289,2013-07-22 08:55:00.000336+01,LFZ,219,17,6390.5000000000,6389.0000000000,6390.5000000000,6389.0000000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
290,2013-07-22 08:55:00.000336+01,EUR/GBP,48,3,0.8427500000,0.8428000000,0.8428000000,0.8427500000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
291,2013-07-22 08:56:00.000252+01,6A,293,10,1.0293000000,1.0293000000,1.0293000000,1.0293000000,2014-08-23 11:48:00.000188+01,2014-08-23 11:48:00.000188+01
